run,round,config_name,loo_r,is_r,gap,adjusted,f1_loo,qwk_loo
4,5,C4_PCA20_tcf_Ridge_a100.0,0.6352,0.9415,0.3063,-1.0000,0.5333,0.5333
4,5,C4_PCA18_tcf_Ridge_a1.0,0.5795,0.9301,0.3507,-1.0000,0.5413,0.5143
4,5,C4_PCA18_tcf_Ridge_a10.0,0.5783,0.9295,0.3512,-1.0000,0.5741,0.5556
4,5,C4_PCA18_tcf_Ridge_a50.0,0.5836,0.9277,0.3440,-1.0000,0.6050,0.5714
4,5,C4_PCA18_tcf_Ridge_a100.0,0.5819,0.9251,0.3431,-1.0000,0.5356,0.4848
4,5,D_allinterp_EN_a0.5_l0.5,-0.1390,0.5295,0.6684,-1.0000,0.1667,0.0000
4,5,D_allinterp_EN_a0.5_l0.9,-1.0000,0.0000,1.0000,-1.0000,0.1667,0.0000
4,6,E_PCA20_Ridge_a50,0.6469,0.9441,0.2972,0.5733,0.5700,0.5806
4,6,D_PCA3_Ridge_a0.1,0.2449,0.5040,0.2591,0.1903,0.2315,0.0952
4,6,D_PCA3_Ridge_a0.5,0.2448,0.5040,0.2592,0.1902,0.2315,0.0952
4,6,D_PCA3_Ridge_a1,0.2448,0.5040,0.2592,0.1902,0.2315,0.0952
4,6,D_PCA3_Ridge_a3,0.2447,0.5040,0.2593,0.1901,0.2315,0.0952
4,6,D_PCA3_Ridge_a5,0.2447,0.5040,0.2593,0.1900,0.2315,0.0952
4,6,D_PCA3_Ridge_a10,0.2445,0.5040,0.2595,0.1898,0.2315,0.0952
4,6,D_PCA3_Ridge_a20,0.2441,0.5039,0.2597,0.1893,0.2315,0.0952
4,6,D_PCA3_Ridge_a50,0.2432,0.5038,0.2605,0.1880,0.2315,0.0952
4,6,D_PCA4_Ridge_a0.1,0.2418,0.5027,0.2609,0.1864,0.2967,0.1818
4,6,D_PCA4_Ridge_a1,0.2417,0.5027,0.2610,0.1862,0.2967,0.1818
4,6,D_PCA4_Ridge_a3,0.2417,0.5027,0.2610,0.1861,0.2967,0.1818
4,6,D_PCA4_Ridge_a0.5,0.2416,0.5027,0.2611,0.1861,0.2967,0.1818
4,6,D_PCA4_Ridge_a5,0.2416,0.5027,0.2611,0.1861,0.2967,0.1818
4,6,D_PCA4_Ridge_a10,0.2413,0.5026,0.2613,0.1856,0.2967,0.1818
4,6,D_PCA4_Ridge_a20,0.2410,0.5026,0.2616,0.1852,0.2967,0.1818
4,6,D_PCA4_Ridge_a50,0.2402,0.5024,0.2622,0.1841,0.2315,0.0952
4,6,A_PCA5_Ridge_a1,0.1383,0.5308,0.3925,-1.0000,0.3519,0.1667
4,6,A_PCA5_Ridge_a2,0.1384,0.5307,0.3923,-1.0000,0.3519,0.1667
4,6,A_PCA5_Ridge_a3,0.1384,0.5308,0.3924,-1.0000,0.3519,0.1667
4,6,A_PCA5_Ridge_a5,0.1383,0.5307,0.3924,-1.0000,0.3519,0.1667
4,6,A_PCA5_Ridge_a7,0.1383,0.5307,0.3924,-1.0000,0.2913,0.0870
4,6,A_PCA5_Ridge_a10,0.1382,0.5307,0.3925,-1.0000,0.2913,0.0870
4,6,A_PCA5_Ridge_a15,0.1383,0.5308,0.3925,-1.0000,0.2913,0.0870
4,6,A_PCA5_Ridge_a20,0.1382,0.5307,0.3925,-1.0000,0.2913,0.0870
4,6,A_PCA5_Ridge_a30,0.1380,0.5307,0.3927,-1.0000,0.2913,0.0870
4,6,A_PCA5_Ridge_a50,0.1380,0.5308,0.3928,-1.0000,0.2913,0.0870
4,6,A_PCA5_Ridge_a75,0.1377,0.5308,0.3930,-1.0000,0.2913,0.0870
4,6,A_PCA5_Ridge_a100,0.1376,0.5308,0.3932,-1.0000,0.2360,0.0000
4,6,A_PCA6_Ridge_a1,0.3716,0.7134,0.3418,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a2,0.3715,0.7134,0.3419,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a3,0.3716,0.7134,0.3418,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a5,0.3716,0.7134,0.3417,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a7,0.3712,0.7133,0.3422,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a10,0.3712,0.7133,0.3422,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a15,0.3711,0.7132,0.3421,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a20,0.3709,0.7132,0.3422,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a30,0.3705,0.7130,0.3425,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a50,0.3696,0.7128,0.3432,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a75,0.3689,0.7124,0.3435,-1.0000,0.3519,0.2609
4,6,A_PCA6_Ridge_a100,0.3679,0.7123,0.3444,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a1,0.3571,0.7106,0.3535,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a2,0.3573,0.7106,0.3533,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a3,0.3573,0.7106,0.3533,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a5,0.3573,0.7106,0.3533,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a7,0.3571,0.7106,0.3535,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a10,0.3571,0.7105,0.3534,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a15,0.3569,0.7106,0.3536,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a20,0.3569,0.7104,0.3535,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a30,0.3565,0.7103,0.3538,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a50,0.3559,0.7101,0.3543,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a75,0.3552,0.7102,0.3550,-1.0000,0.3519,0.2609
4,6,A_PCA7_Ridge_a100,0.3546,0.7102,0.3556,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a1,0.3215,0.7085,0.3870,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a2,0.3213,0.7084,0.3871,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a3,0.3214,0.7084,0.3870,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a5,0.3213,0.7084,0.3871,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a7,0.3215,0.7084,0.3869,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a10,0.3214,0.7084,0.3870,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a15,0.3213,0.7084,0.3870,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a20,0.3213,0.7083,0.3870,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a30,0.3212,0.7082,0.3870,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a50,0.3211,0.7083,0.3872,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a75,0.3209,0.7084,0.3875,-1.0000,0.3519,0.2609
4,6,A_PCA8_Ridge_a100,0.3206,0.7085,0.3879,-1.0000,0.3519,0.2609
4,6,A_PCA9_Ridge_a1,0.1956,0.7124,0.5168,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a2,0.1959,0.7124,0.5164,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a3,0.1959,0.7123,0.5164,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a5,0.1961,0.7123,0.5162,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a7,0.1964,0.7124,0.5160,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a10,0.1966,0.7123,0.5157,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a15,0.1971,0.7123,0.5152,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a20,0.1977,0.7123,0.5146,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a30,0.1983,0.7123,0.5141,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a50,0.2000,0.7125,0.5124,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a75,0.2019,0.7125,0.5106,-1.0000,0.3273,0.1600
4,6,A_PCA9_Ridge_a100,0.2040,0.7128,0.5088,-1.0000,0.3273,0.1600
4,6,A_PCA10_Ridge_a1,0.4757,0.8320,0.3563,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a2,0.4753,0.8320,0.3567,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a3,0.4756,0.8320,0.3564,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a5,0.4748,0.8320,0.3571,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a7,0.4749,0.8320,0.3571,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a10,0.4745,0.8319,0.3574,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a15,0.4739,0.8318,0.3579,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a20,0.4735,0.8317,0.3582,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a30,0.4731,0.8314,0.3583,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a50,0.4709,0.8310,0.3601,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a75,0.4688,0.8305,0.3617,-1.0000,0.4149,0.3846
4,6,A_PCA10_Ridge_a100,0.4659,0.8300,0.3641,-1.0000,0.4149,0.3846
4,6,A_PCA12_Ridge_a1,0.4758,0.8366,0.3608,-1.0000,0.4470,0.4286
4,6,A_PCA12_Ridge_a2,0.4757,0.8366,0.3609,-1.0000,0.4470,0.4286
4,6,A_PCA12_Ridge_a3,0.4756,0.8366,0.3610,-1.0000,0.4470,0.4286
4,6,A_PCA12_Ridge_a5,0.4756,0.8365,0.3609,-1.0000,0.4470,0.4286
4,6,A_PCA12_Ridge_a7,0.4755,0.8366,0.3611,-1.0000,0.4470,0.4286
4,6,A_PCA12_Ridge_a10,0.4753,0.8364,0.3611,-1.0000,0.4470,0.4286
4,6,A_PCA12_Ridge_a15,0.4751,0.8364,0.3612,-1.0000,0.4470,0.4286
4,6,A_PCA12_Ridge_a20,0.4749,0.8363,0.3614,-1.0000,0.3949,0.3704
4,6,A_PCA12_Ridge_a30,0.4745,0.8361,0.3616,-1.0000,0.3949,0.3704
4,6,A_PCA12_Ridge_a50,0.4735,0.8359,0.3624,-1.0000,0.3949,0.3704
4,6,A_PCA12_Ridge_a75,0.4723,0.8352,0.3630,-1.0000,0.3949,0.3704
4,6,A_PCA12_Ridge_a100,0.4707,0.8347,0.3640,-1.0000,0.3949,0.3704
4,6,A_PCA15_Ridge_a1,0.4829,0.8690,0.3861,-1.0000,0.4717,0.4242
4,6,A_PCA15_Ridge_a2,0.4832,0.8690,0.3858,-1.0000,0.4717,0.4242
4,6,A_PCA15_Ridge_a3,0.4833,0.8691,0.3857,-1.0000,0.4717,0.4242
4,6,A_PCA15_Ridge_a5,0.4834,0.8689,0.3855,-1.0000,0.4717,0.4242
4,6,A_PCA15_Ridge_a7,0.4836,0.8687,0.3852,-1.0000,0.4717,0.4242
4,6,A_PCA15_Ridge_a10,0.4838,0.8686,0.3849,-1.0000,0.4717,0.4242
4,6,A_PCA15_Ridge_a15,0.4842,0.8685,0.3843,-1.0000,0.4717,0.4242
4,6,A_PCA15_Ridge_a20,0.4849,0.8682,0.3833,-1.0000,0.4717,0.4242
4,6,A_PCA15_Ridge_a30,0.4856,0.8680,0.3824,-1.0000,0.4717,0.4242
4,6,A_PCA15_Ridge_a50,0.4867,0.8670,0.3804,-1.0000,0.4717,0.4242
4,6,A_PCA15_Ridge_a75,0.4881,0.8661,0.3780,-1.0000,0.5013,0.4375
4,6,A_PCA15_Ridge_a100,0.4891,0.8652,0.3761,-1.0000,0.5013,0.4375
4,6,B_PLS_nc1,0.4363,0.7785,0.3422,-1.0000,0.4909,0.3704
4,6,B_PLS_nc2,0.5459,0.8971,0.3512,-1.0000,0.4444,0.4286
4,6,B_PLS_nc3,0.5748,0.9297,0.3548,-1.0000,0.4717,0.4242
4,6,B_PLS_nc4,0.6057,0.9646,0.3589,-1.0000,0.5643,0.5000
4,6,B_PLS_nc5,0.6123,0.9788,0.3666,-1.0000,0.4676,0.3529
4,6,B_PLS_nc6,0.5992,0.9870,0.3878,-1.0000,0.6639,0.5556
4,6,B_PLS_nc7,0.5941,0.9903,0.3962,-1.0000,0.6639,0.5556
4,6,B_PLS_nc8,0.5453,0.9979,0.4526,-1.0000,0.6337,0.5405
4,6,C_PCA5_EN_a0.05_l0.3,0.1371,0.5309,0.3938,-1.0000,0.2913,0.0870
4,6,C_PCA5_EN_a0.05_l0.5,0.1363,0.5309,0.3946,-1.0000,0.2913,0.0870
4,6,C_PCA5_EN_a0.05_l0.7,0.1353,0.5310,0.3957,-1.0000,0.2913,0.0870
4,6,C_PCA5_EN_a0.05_l0.9,0.1343,0.5311,0.3968,-1.0000,0.2913,0.0870
4,6,C_PCA5_EN_a0.1_l0.3,0.1358,0.5310,0.3952,-1.0000,0.2913,0.0870
4,6,C_PCA5_EN_a0.1_l0.5,0.1338,0.5311,0.3973,-1.0000,0.2913,0.0870
4,6,C_PCA5_EN_a0.1_l0.7,0.1317,0.5312,0.3996,-1.0000,0.2913,0.0870
4,6,C_PCA5_EN_a0.1_l0.9,0.1296,0.5314,0.4018,-1.0000,0.2913,0.0870
4,6,C_PCA5_EN_a0.3_l0.3,0.1296,0.5313,0.4017,-1.0000,0.2913,0.0870
4,6,C_PCA5_EN_a0.3_l0.5,0.1228,0.5314,0.4086,-1.0000,0.2360,0.0000
4,6,C_PCA5_EN_a0.3_l0.7,0.1157,0.5312,0.4155,-1.0000,0.2360,0.0000
4,6,C_PCA5_EN_a0.3_l0.9,0.1082,0.5307,0.4225,-1.0000,0.2360,0.0000
4,6,C_PCA5_EN_a0.5_l0.3,0.1227,0.5314,0.4087,-1.0000,0.2360,0.0000
4,6,C_PCA5_EN_a0.5_l0.5,0.1108,0.5309,0.4201,-1.0000,0.2360,0.0000
4,6,C_PCA5_EN_a0.5_l0.7,0.0974,0.5296,0.4322,-1.0000,0.2360,0.0000
4,6,C_PCA5_EN_a0.5_l0.9,0.0825,0.5280,0.4455,-1.0000,0.2360,0.0000
4,6,C_PCA5_EN_a1.0_l0.3,0.1042,0.5303,0.4261,-1.0000,0.2360,0.0000
4,6,C_PCA5_EN_a1.0_l0.5,0.0741,0.5268,0.4527,-1.0000,0.1709,-0.0952
4,6,C_PCA5_EN_a1.0_l0.7,0.0483,0.5206,0.4723,-1.0000,0.1709,-0.0952
4,6,C_PCA5_EN_a1.0_l0.9,0.0241,0.5093,0.4853,-1.0000,0.1667,0.0000
4,6,C_PCA7_EN_a0.05_l0.3,0.3568,0.7111,0.3543,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.05_l0.5,0.3567,0.7113,0.3547,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.05_l0.7,0.3562,0.7116,0.3554,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.05_l0.9,0.3558,0.7118,0.3560,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.1_l0.3,0.3564,0.7114,0.3550,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.1_l0.5,0.3554,0.7120,0.3566,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.1_l0.7,0.3545,0.7127,0.3582,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.1_l0.9,0.3533,0.7134,0.3601,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.3_l0.3,0.3531,0.7134,0.3603,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.3_l0.5,0.3491,0.7155,0.3664,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.3_l0.7,0.3438,0.7165,0.3727,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.3_l0.9,0.3368,0.7173,0.3805,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.5_l0.3,0.3489,0.7154,0.3665,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.5_l0.5,0.3390,0.7171,0.3781,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.5_l0.7,0.3256,0.7178,0.3922,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a0.5_l0.9,0.3103,0.7176,0.4073,-1.0000,0.2967,0.1818
4,6,C_PCA7_EN_a1.0_l0.3,0.3319,0.7175,0.3856,-1.0000,0.3519,0.2609
4,6,C_PCA7_EN_a1.0_l0.5,0.3009,0.7170,0.4161,-1.0000,0.2967,0.1818
4,6,C_PCA7_EN_a1.0_l0.7,0.2695,0.7131,0.4436,-1.0000,0.2315,0.0952
4,6,C_PCA7_EN_a1.0_l0.9,0.2415,0.7040,0.4625,-1.0000,0.2315,0.0952
4,6,C_PCA8_EN_a0.05_l0.3,0.3213,0.7092,0.3879,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.05_l0.5,0.3217,0.7097,0.3880,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.05_l0.7,0.3218,0.7101,0.3884,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.05_l0.9,0.3216,0.7107,0.3891,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.1_l0.3,0.3219,0.7099,0.3880,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.1_l0.5,0.3216,0.7110,0.3894,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.1_l0.7,0.3215,0.7121,0.3906,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.1_l0.9,0.3215,0.7132,0.3917,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.3_l0.3,0.3215,0.7132,0.3917,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.3_l0.5,0.3215,0.7154,0.3939,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.3_l0.7,0.3203,0.7165,0.3962,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.3_l0.9,0.3170,0.7173,0.4003,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.5_l0.3,0.3215,0.7154,0.3939,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.5_l0.5,0.3180,0.7170,0.3990,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.5_l0.7,0.3102,0.7178,0.4077,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a0.5_l0.9,0.3004,0.7176,0.4172,-1.0000,0.2967,0.1818
4,6,C_PCA8_EN_a1.0_l0.3,0.3139,0.7175,0.4036,-1.0000,0.3519,0.2609
4,6,C_PCA8_EN_a1.0_l0.5,0.2940,0.7171,0.4231,-1.0000,0.2967,0.1818
4,6,C_PCA8_EN_a1.0_l0.7,0.2693,0.7131,0.4438,-1.0000,0.2315,0.0952
4,6,C_PCA8_EN_a1.0_l0.9,0.2416,0.7040,0.4624,-1.0000,0.2315,0.0952
4,6,C_PCA10_EN_a0.05_l0.3,0.4744,0.8318,0.3574,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.05_l0.5,0.4744,0.8316,0.3573,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.05_l0.7,0.4738,0.8314,0.3575,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.05_l0.9,0.4732,0.8313,0.3581,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.1_l0.3,0.4746,0.8315,0.3570,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.1_l0.5,0.4728,0.8314,0.3586,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.1_l0.7,0.4712,0.8306,0.3594,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.1_l0.9,0.4699,0.8302,0.3603,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.3_l0.3,0.4692,0.8300,0.3608,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.3_l0.5,0.4647,0.8282,0.3635,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.3_l0.7,0.4587,0.8262,0.3675,-1.0000,0.3996,0.3333
4,6,C_PCA10_EN_a0.3_l0.9,0.4510,0.8242,0.3732,-1.0000,0.3996,0.3333
4,6,C_PCA10_EN_a0.5_l0.3,0.4639,0.8281,0.3642,-1.0000,0.4149,0.3846
4,6,C_PCA10_EN_a0.5_l0.5,0.4531,0.8247,0.3716,-1.0000,0.3996,0.3333
4,6,C_PCA10_EN_a0.5_l0.7,0.4384,0.8208,0.3824,-1.0000,0.3519,0.2609
4,6,C_PCA10_EN_a0.5_l0.9,0.4225,0.8174,0.3949,-1.0000,0.2967,0.1818
4,6,C_PCA10_EN_a1.0_l0.3,0.4442,0.8226,0.3784,-1.0000,0.3996,0.3333
4,6,C_PCA10_EN_a1.0_l0.5,0.4126,0.8159,0.4034,-1.0000,0.2967,0.1818
4,6,C_PCA10_EN_a1.0_l0.7,0.3761,0.8060,0.4299,-1.0000,0.2315,0.0952
4,6,C_PCA10_EN_a1.0_l0.9,0.3353,0.7975,0.4623,-1.0000,0.2315,0.0952
4,6,C_PCA12_EN_a0.05_l0.3,0.4747,0.8361,0.3615,-1.0000,0.4470,0.4286
4,6,C_PCA12_EN_a0.05_l0.5,0.4737,0.8358,0.3621,-1.0000,0.3949,0.3704
4,6,C_PCA12_EN_a0.05_l0.7,0.4727,0.8355,0.3628,-1.0000,0.3949,0.3704
4,6,C_PCA12_EN_a0.05_l0.9,0.4716,0.8351,0.3635,-1.0000,0.3949,0.3704
4,6,C_PCA12_EN_a0.1_l0.3,0.4732,0.8356,0.3625,-1.0000,0.3949,0.3704
4,6,C_PCA12_EN_a0.1_l0.5,0.4710,0.8349,0.3639,-1.0000,0.3949,0.3704
4,6,C_PCA12_EN_a0.1_l0.7,0.4695,0.8343,0.3648,-1.0000,0.3949,0.3704
4,6,C_PCA12_EN_a0.1_l0.9,0.4681,0.8337,0.3656,-1.0000,0.4149,0.3846
4,6,C_PCA12_EN_a0.3_l0.3,0.4677,0.8336,0.3659,-1.0000,0.4149,0.3846
4,6,C_PCA12_EN_a0.3_l0.5,0.4632,0.8314,0.3681,-1.0000,0.4149,0.3846
4,6,C_PCA12_EN_a0.3_l0.7,0.4598,0.8285,0.3687,-1.0000,0.4416,0.4000
4,6,C_PCA12_EN_a0.3_l0.9,0.4543,0.8255,0.3711,-1.0000,0.4416,0.4000
4,6,C_PCA12_EN_a0.5_l0.3,0.4629,0.8313,0.3684,-1.0000,0.4149,0.3846
4,6,C_PCA12_EN_a0.5_l0.5,0.4556,0.8264,0.3708,-1.0000,0.4416,0.4000
4,6,C_PCA12_EN_a0.5_l0.7,0.4442,0.8208,0.3766,-1.0000,0.3996,0.3333
4,6,C_PCA12_EN_a0.5_l0.9,0.4317,0.8174,0.3857,-1.0000,0.3519,0.2609
4,6,C_PCA12_EN_a1.0_l0.3,0.4490,0.8233,0.3743,-1.0000,0.3996,0.3333
4,6,C_PCA12_EN_a1.0_l0.5,0.4251,0.8158,0.3907,-1.0000,0.3519,0.2609
4,6,C_PCA12_EN_a1.0_l0.7,0.3978,0.8061,0.4084,-1.0000,0.2967,0.1818
4,6,C_PCA12_EN_a1.0_l0.9,0.3551,0.7975,0.4424,-1.0000,0.2967,0.1818
4,6,D_PCA2_Ridge_a0.1,0.1542,0.4699,0.3157,-1.0000,0.1667,0.0000
4,6,D_PCA2_Ridge_a0.5,0.1542,0.4699,0.3157,-1.0000,0.1667,0.0000
4,6,D_PCA2_Ridge_a1,0.1542,0.4699,0.3157,-1.0000,0.1667,0.0000
4,6,D_PCA2_Ridge_a3,0.1541,0.4699,0.3158,-1.0000,0.1667,0.0000
4,6,D_PCA2_Ridge_a5,0.1540,0.4699,0.3158,-1.0000,0.1667,0.0000
4,6,D_PCA2_Ridge_a10,0.1539,0.4698,0.3160,-1.0000,0.1667,0.0000
4,6,D_PCA2_Ridge_a20,0.1535,0.4698,0.3162,-1.0000,0.1667,0.0000
4,6,D_PCA2_Ridge_a50,0.1525,0.4696,0.3170,-1.0000,0.1667,0.0000
4,6,E_PCA15_Ridge_a50,0.4868,0.8671,0.3803,-1.0000,0.4717,0.4242
4,6,E_PCA15_Ridge_a100,0.4891,0.8651,0.3760,-1.0000,0.5013,0.4375
4,6,E_PCA15_Ridge_a200,0.4913,0.8620,0.3706,-1.0000,0.5284,0.4516
4,6,E_PCA15_Ridge_a500,0.4867,0.8505,0.3637,-1.0000,0.4500,0.3077
4,6,E_PCA15_Ridge_a1000,0.4668,0.8340,0.3672,-1.0000,0.3519,0.2609
4,6,E_PCA20_Ridge_a100,0.6376,0.9411,0.3035,-1.0000,0.5333,0.5333
4,6,E_PCA20_Ridge_a200,0.6214,0.9353,0.3139,-1.0000,0.5333,0.5333
4,6,E_PCA20_Ridge_a500,0.5845,0.9156,0.3311,-1.0000,0.4977,0.4615
4,6,E_PCA20_Ridge_a1000,0.5390,0.8891,0.3502,-1.0000,0.3519,0.2609
4,7,A_gland_PCA20_Ridge_a1,0.6571,0.9466,0.2895,0.5874,0.6071,0.6250
4,7,A_gland_PCA20_Ridge_a3,0.6567,0.9465,0.2898,0.5868,0.6071,0.6250
4,7,A_gland_PCA20_Ridge_a5,0.6562,0.9464,0.2901,0.5862,0.6071,0.6250
4,7,A_gland_PCA20_Ridge_a10,0.6552,0.9461,0.2910,0.5847,0.6071,0.6250
4,7,A_gland_PCA20_Ridge_a20,0.6530,0.9456,0.2926,0.5817,0.6071,0.6250
4,7,A_gland_PCA20_Ridge_a50,0.6469,0.9441,0.2972,0.5733,0.5700,0.5806
4,7,C_combined_PCA12_Ridge_a1,0.6094,0.8516,0.2422,0.5633,0.3749,0.3200
4,7,C_combined_PCA12_Ridge_a5,0.6090,0.8514,0.2424,0.5628,0.3749,0.3200
4,7,C_combined_PCA12_Ridge_a10,0.6089,0.8514,0.2425,0.5627,0.3749,0.3200
4,7,C_combined_PCA12_Ridge_a20,0.6084,0.8512,0.2428,0.5620,0.3749,0.3200
4,7,C_combined_PCA12_Ridge_a50,0.6070,0.8509,0.2439,0.5601,0.3749,0.3200
4,7,C_combined_PCA12_Ridge_a100,0.6049,0.8503,0.2454,0.5571,0.3749,0.3200
4,7,C_combined_PCA12_Ridge_a200,0.5999,0.8488,0.2489,0.5504,0.3749,0.3200
4,7,C_combined_PCA12_Ridge_a500,0.5864,0.8447,0.2583,0.5322,0.3749,0.3200
4,7,B_tumor_PCA12_Ridge_a0.1,0.5812,0.8535,0.2723,0.5200,0.4329,0.3846
4,7,B_tumor_PCA12_Ridge_a1,0.5810,0.8535,0.2725,0.5198,0.4329,0.3846
4,7,B_tumor_PCA12_Ridge_a3,0.5809,0.8535,0.2725,0.5197,0.4329,0.3846
4,7,B_tumor_PCA12_Ridge_a5,0.5808,0.8535,0.2727,0.5194,0.4329,0.3846
4,7,B_tumor_PCA12_Ridge_a10,0.5806,0.8534,0.2728,0.5192,0.4329,0.3846
4,7,B_tumor_PCA12_Ridge_a20,0.5799,0.8533,0.2734,0.5182,0.4329,0.3846
4,7,B_tumor_PCA12_Ridge_a50,0.5779,0.8528,0.2750,0.5154,0.4329,0.3846
4,7,B_tumor_PCA12_Ridge_a100,0.5745,0.8518,0.2773,0.5109,0.4329,0.3846
